customerkey;geographykey;firstname;lastname;Full_Name;yearlyincome;Gender;datefirstpurchase;city;EnglishCountryRegionName
22117;68;Sydney;Perez;Sydney Perez;70000,00;Female;2018-03-22;Vancouver;Canada
22118;68;Jennifer;Parker;Jennifer Parker;70000,00;Female;2018-04-22;Vancouver;Canada
22119;302;Hailey;Flores;Hailey Flores;70000,00;Female;2020-05-28;Burlingame;United States
22120;69;Jennifer;Perry;Jennifer Perry;60000,00;Female;2018-04-28;Victoria;Canada
22121;50;Jackson;Henderson;Jackson Henderson;40000,00;Male;2018-05-18;Haney;Canada
22122;634;Rachel;Butler;Rachel Butler;40000,00;Female;2020-04-13;Redmond;United States
22123;300;Isabella;Bailey;Isabella Bailey;60000,00;Female;2020-05-24;Beverly Hills;United States
22124;432;Desiree;Alonso;Desiree Alonso;60000,00;Female;2020-11-12;Chicago;United States
22125;343;Zachary;Garcia;Zachary Garcia;60000,00;Male;2020-03-11;National City;United States
22126;302;Rachel;Ward;Rachel Ward;60000,00;Female;2020-08-20;Burlingame;United States
22127;310;Marcus;Thompson;Marcus Thompson;60000,00;Male;2020-05-09;Colma;United States
22128;51;Melissa;Perry;Melissa Perry;70000,00;Female;2018-05-26;Langford;Canada
22129;300;Chloe;Hall;Chloe Hall;70000,00;Female;2020-05-13;Beverly Hills;United States
22130;359;Xavier;Bryant;Xavier Bryant;70000,00;Male;2020-05-09;San Diego;United States
22131;326;Jessica;Cook;Jessica Cook;70000,00;Female;2020-05-19;Grossmont;United States
22132;310;Rachael;Mehta;Rachael Mehta;70000,00;Female;2020-05-28;Colma;United States
22133;631;Xavier;Adams;Xavier Adams;80000,00;Male;2020-05-19;Olympia;United States
22134;301;Leonard;Raji;Leonard Raji;60000,00;Male;2020-09-25;Burbank;United States
22135;635;Julia;Hernandez;Julia Hernandez;70000,00;Female;2020-05-06;Renton;United States
22136;316;Devin;Evans;Devin Evans;80000,00;Male;2020-05-06;El Cajon;United States
22137;345;Elizabeth;Griffin;Elizabeth Griffin;60000,00;Female;2020-12-05;Newport Beach;United States
22138;307;Alexandra;Brooks;Alexandra Brooks;80000,00;Female;2020-04-17;Chula Vista;United States
22139;311;Jaime;Pal;Jaime Pal;80000,00;Male;2020-05-12;Concord;United States
22140;635;Makayla;Sanchez;Makayla Sanchez;50000,00;Female;2020-12-25;Renton;United States
22141;66;Jesse;Carter;Jesse Carter;50000,00;Male;2020-08-26;Sooke;Canada
22142;302;Nelson;Alonso;Nelson Alonso;50000,00;Male;2020-03-27;Burlingame;United States
22143;49;Summer;Prasad;Summer Prasad;50000,00;Female;2020-02-15;Cliffside;Canada
22144;50;Zachary;Wang;Zachary Wang;60000,00;Male;2020-07-13;Haney;Canada
22145;299;Eduardo;Kelly;Eduardo Kelly;60000,00;Male;2020-03-22;Berkeley;United States
22146;374;Benjamin;Chen;Benjamin Chen;50000,00;Male;2020-12-11;Torrance;United States
22147;21;Brett;Kapoor;Brett Kapoor;10000,00;Male;2020-08-24;Caloundra;Australia
22148;33;Candace;Prasad;Candace Prasad;10000,00;Female;2020-06-22;Cranbourne;Australia
22149;31;Gregory;Shen;Gregory Shen;20000,00;Male;2020-12-30;Hobart;Australia
22150;27;Damien;Liang;Damien Liang;30000,00;Male;2020-03-11;Townsville;Australia
22151;28;Neil;Jimenez;Neil Jimenez;10000,00;Male;2020-09-08;Cloverdale;Australia
22152;337;Marcus;King;Marcus King;60000,00;Male;2020-12-07;Long Beach;United States
22153;361;Alyssa;Kelly;Alyssa Kelly;70000,00;Female;2020-05-28;San Gabriel;United States
22154;77;Yolanda;Yuan;Yolanda Yuan;40000,00;Female;2020-02-04;Chalk Riber;Canada
22155;39;Steve;Cai;Steve Cai;20000,00;Male;2020-09-07;Sunbury;Australia
22156;20;Jamie;Zheng;Jamie Zheng;30000,00;Female;2020-03-06;Brisbane;Australia
22157;536;Maria;Richardson;Maria Richardson;40000,00;Female;2020-10-08;Beaverton;United States
22158;536;Amber;Phillips;Amber Phillips;40000,00;Female;2020-06-06;Beaverton;United States
22159;631;David;Davis;David Davis;40000,00;Male;2020-12-11;Olympia;United States
22160;547;Alex;Richardson;Alex Richardson;40000,00;Male;2020-06-03;Portland;United States
22161;299;Rachel;Clark;Rachel Clark;40000,00;Female;2020-12-20;Berkeley;United States
22162;301;Brad;Yuan;Brad Yuan;60000,00;Male;2020-06-05;Burbank;United States
22163;334;Morgan;Scott;Morgan Scott;60000,00;Female;2020-02-04;Lakewood;United States
22164;372;Destiny;Morris;Destiny Morris;70000,00;Female;2020-06-10;Spring Valley;United States
22165;325;Aaron;Perez;Aaron Perez;60000,00;Male;2020-05-18;Glendale;United States
22166;648;Katherine;Gray;Katherine Gray;60000,00;Female;2020-06-12;Yakima;United States
22167;5;Colleen;Yang;Colleen Yang;20000,00;Female;2020-02-10;Lane Cove;Australia
22168;19;Erica;Wang;Erica Wang;30000,00;Female;2019-04-12;Wollongong;Australia
22169;35;Jenny;Li;Jenny Li;20000,00;Female;2020-06-19;Melbourne;Australia
22170;40;Cynthia;Martinez;Cynthia Martinez;30000,00;Female;2019-04-03;Warrnambool;Australia
22171;33;Meredith;Gonzalez;Meredith Gonzalez;30000,00;Female;2019-04-24;Cranbourne;Australia
22172;14;Cesar;Sara;Cesar Sara;30000,00;Male;2019-04-01;Rhodes;Australia
22173;14;Bianca;Cai;Bianca Cai;30000,00;Female;2019-04-08;Rhodes;Australia
22174;30;Micah;Lu;Micah Lu;30000,00;Male;2019-04-11;Perth;Australia
22175;40;Joy;Dominguez;Joy Dominguez;30000,00;Female;2019-04-12;Warrnambool;Australia
22176;19;Alejandro;Yang;Alejandro Yang;40000,00;Male;2020-07-05;Wollongong;Australia
22177;13;Meghan;Suarez;Meghan Suarez;40000,00;Female;2020-07-13;Port Macquarie;Australia
22178;13;Jessica;Bell;Jessica Bell;40000,00;Female;2019-04-10;Port Macquarie;Australia
22179;16;Abby;Mehta;Abby Mehta;40000,00;Female;2020-06-15;Springwood;Australia
22180;11;Joe;Srini;Joe Srini;70000,00;Male;2019-03-31;North Ryde;Australia
22181;11;Gary;Romero;Gary Romero;70000,00;Male;2019-04-05;North Ryde;Australia
22182;66;Madeline;Parker;Madeline Parker;40000,00;Female;2018-05-26;Sooke;Canada
22183;611;Benjamin;Jones;Benjamin Jones;40000,00;Male;2020-10-17;Bremerton;United States
22184;334;Jeremy;Carter;Jeremy Carter;60000,00;Male;2020-10-13;Lakewood;United States
22185;352;Connor;Henderson;Connor Henderson;60000,00;Male;2020-03-26;Palo Alto;United States
22186;358;Jonathan;Foster;Jonathan Foster;60000,00;Male;2020-12-23;San Carlos;United States
22187;539;Hannah;Russell;Hannah Russell;50000,00;Female;2021-01-01;Corvallis;United States
22188;609;Sarah;Barnes;Sarah Barnes;60000,00;Female;2020-12-20;Bellingham;United States
22189;612;Linda;Hernandez;Linda Hernandez;70000,00;Female;2020-06-20;Burien;United States
22190;335;Carlos;Richardson;Carlos Richardson;60000,00;Male;2020-10-22;Lemon Grove;United States
22191;637;Jack;Adams;Jack Adams;60000,00;Male;2020-05-17;Seattle;United States
22192;627;Henry;Zimmerman;Henry Zimmerman;60000,00;Male;2020-06-24;Marysville;United States
22193;37;Toni;Garcia;Toni Garcia;80000,00;Female;2019-04-28;Seaford;Australia
22194;6;Bruce;Sai;Bruce Sai;80000,00;Male;2019-04-26;Lavender Bay;Australia
22195;20;Philip;Romero;Philip Romero;80000,00;Male;2019-04-05;Brisbane;Australia
22196;27;Francis;Romero;Francis Romero;80000,00;Male;2019-04-13;Townsville;Australia
22197;28;Larry;Dominguez;Larry Dominguez;80000,00;Male;2019-04-06;Cloverdale;Australia
22198;2;Frank;Hernandez;Frank Hernandez;80000,00;Male;2019-04-10;Coffs Harbour;Australia
22199;34;David;Lee;David Lee;80000,00;Male;2019-04-17;Geelong;Australia
22200;8;Martha;Ye;Martha Ye;70000,00;Female;2019-04-11;Matraville;Australia
22201;27;Lindsey;Luo;Lindsey Luo;70000,00;Female;2019-05-19;Townsville;Australia
22202;17;Roberto;Diaz;Roberto Diaz;70000,00;Male;2019-05-07;St. Leonards;Australia
22203;37;Alisha;Zheng;Alisha Zheng;100000,00;Female;2019-05-23;Seaford;Australia
22204;31;Dustin;Xie;Dustin Xie;110000,00;Male;2020-07-15;Hobart;Australia
22205;2;Bobby;Saunders;Bobby Saunders;110000,00;Male;2020-07-20;Coffs Harbour;Australia
22206;21;Cynthia;Rodriguez;Cynthia Rodriguez;110000,00;Female;2020-08-12;Caloundra;Australia
22207;5;Nancy;Sanchez;Nancy Sanchez;130000,00;Female;2019-05-05;Lane Cove;Australia
22208;14;Candice;Liang;Candice Liang;110000,00;Female;2020-03-31;Rhodes;Australia
22209;13;Cedric;Shen;Cedric Shen;110000,00;Male;2020-05-03;Port Macquarie;Australia
22210;12;Martha;Yang;Martha Yang;110000,00;Female;2020-06-11;North Sydney;Australia
22211;631;Richard;Gray;Richard Gray;60000,00;Male;2020-05-15;Olympia;United States
22212;3;Kara;Xu;Kara Xu;110000,00;Female;2020-05-03;Darlinghurst;Australia
22213;30;Jay;Patel;Jay Patel;110000,00;Male;2020-02-27;Perth;Australia
22214;34;Sabrina;Ruiz;Sabrina Ruiz;120000,00;Female;2020-09-29;Geelong;Australia
22215;336;Samuel;Lal;Samuel Lal;130000,00;Male;2020-04-14;Lincoln Acres;United States
22216;372;Marcus;Howard;Marcus Howard;150000,00;Male;2020-06-11;Spring Valley;United States
22217;59;Dylan;Powell;Dylan Powell;70000,00;Male;2021-01-17;Oak Bay;Canada
22218;611;Christian;Bryant;Christian Bryant;60000,00;Male;2020-12-24;Bremerton;United States
22219;53;Juha-Pekka;Posti;Juha-Pekka Posti;60000,00;Female;2020-11-22;Metchosin;Canada
22220;543;Brandon;Sharma;Brandon Sharma;60000,00;Male;2020-12-26;Lebanon;United States
22221;310;Benjamin;Kumar;Benjamin Kumar;60000,00;Male;2020-12-14;Colma;United States
22222;374;Angel;Hill;Angel Hill;90000,00;Male;2020-12-19;Torrance;United States
22223;339;Gabrielle;Parker;Gabrielle Parker;90000,00;Female;2020-09-27;Mill Valley;United States
22224;307;Katherine;Alexander;Katherine Alexander;90000,00;Female;2020-06-10;Chula Vista;United States
22225;618;Jessica;Murphy;Jessica Murphy;90000,00;Female;2020-06-27;Issaquah;United States
22226;326;Morgan;Sanders;Morgan Sanders;60000,00;Female;2020-03-18;Grossmont;United States
22227;301;Barbara;Cai;Barbara Cai;60000,00;Female;2020-03-26;Burbank;United States
22228;616;Katelyn;Gonzalez;Katelyn Gonzalez;60000,00;Female;2020-10-31;Everett;United States
22229;301;Wyatt;Perry;Wyatt Perry;60000,00;Male;2020-12-04;Burbank;United States
22230;54;Jordyn;Bennett;Jordyn Bennett;70000,00;Female;2018-05-26;N. Vancouver;Canada
22231;325;Grace;Brooks;Grace Brooks;70000,00;Female;2020-05-30;Glendale;United States
22232;50;Paige;Brooks;Paige Brooks;50000,00;Female;2018-05-21;Haney;Canada
22233;50;Xavier;Martin;Xavier Martin;50000,00;Male;2018-05-18;Haney;Canada
22234;63;Katherine;Gonzalez;Katherine Gonzalez;50000,00;Female;2018-05-23;Shawnee;Canada
22235;312;Sebastian;Peterson;Sebastian Peterson;60000,00;Male;2020-12-19;Coronado;United States
22236;345;Jose;Gonzalez;Jose Gonzalez;40000,00;Male;2020-12-27;Newport Beach;United States
22237;325;Angel;Morris;Angel Morris;40000,00;Male;2020-07-27;Glendale;United States
22238;543;Alex;Murphy;Alex Murphy;40000,00;Male;2020-12-27;Lebanon;United States
22239;360;Jesse;Cook;Jesse Cook;40000,00;Male;2020-07-01;San Francisco;United States
22240;627;Miguel;Powell;Miguel Powell;40000,00;Male;2020-06-04;Marysville;United States
22241;634;Alexandria;Washington;Alexandria Washington;40000,00;Female;2020-12-11;Redmond;United States
22242;648;Cameron;Walker;Cameron Walker;40000,00;Male;2020-03-06;Yakima;United States
22243;627;Emma;Lewis;Emma Lewis;60000,00;Female;2020-12-04;Marysville;United States
22244;614;Shelby;Howard;Shelby Howard;50000,00;Female;2020-04-05;Edmonds;United States
22245;542;Evan;Lopez;Evan Lopez;50000,00;Male;2020-12-08;Lake Oswego;United States
22246;326;Jacqueline;Cox;Jacqueline Cox;50000,00;Female;2020-12-02;Grossmont;United States
22247;62;Ryan;Williams;Ryan Williams;50000,00;Male;2018-06-20;Royal Oak;Canada
22248;300;Gary;Ramos;Gary Ramos;50000,00;Male;2020-12-01;Beverly Hills;United States
22249;335;Kevin;Chen;Kevin Chen;70000,00;Male;2020-06-27;Lemon Grove;United States
22250;368;Michael;Wilson;Michael Wilson;70000,00;Male;2020-06-27;Santa Cruz;United States
22251;41;Martha;She;Martha She;60000,00;Female;2018-06-18;Calgary;Canada
22252;59;Makayla;Brooks;Makayla Brooks;60000,00;Female;2018-06-23;Oak Bay;Canada
22253;611;Stephanie;Reed;Stephanie Reed;60000,00;Female;2020-12-28;Bremerton;United States
22254;627;Fernando;Scott;Fernando Scott;60000,00;Male;2020-01-13;Marysville;United States
22255;637;Nicole;Rogers;Nicole Rogers;70000,00;Female;2020-06-26;Seattle;United States
22256;307;Edwin;Lu;Edwin Lu;70000,00;Male;2020-06-01;Chula Vista;United States
22257;311;Carrie;Romero;Carrie Romero;70000,00;Female;2020-06-06;Concord;United States
22258;325;Jessica;Reed;Jessica Reed;70000,00;Female;2020-06-16;Glendale;United States
22259;543;Dalton;Mitchell;Dalton Mitchell;40000,00;Male;2020-01-08;Lebanon;United States
22260;548;Courtney;Allen;Courtney Allen;50000,00;Female;2020-01-07;Salem;United States
22261;299;Isaac;Allen;Isaac Allen;50000,00;Male;2019-12-28;Berkeley;United States
22262;339;Marcus;Collins;Marcus Collins;50000,00;Male;2020-01-22;Mill Valley;United States
22263;623;Patrick;Blue;Patrick Blue;60000,00;Male;2021-01-22;Kirkland;United States
22264;49;Stephanie;Coleman;Stephanie Coleman;60000,00;Female;2020-06-10;Cliffside;Canada
22265;63;Jeremiah;Sanchez;Jeremiah Sanchez;70000,00;Male;2020-03-10;Shawnee;Canada
22266;345;Rachel;Sanders;Rachel Sanders;70000,00;Female;2020-06-26;Newport Beach;United States
22267;55;Brianna;Rodriguez;Brianna Rodriguez;70000,00;Female;2018-06-12;Newton;Canada
22268;57;Alexandra;Barnes;Alexandra Barnes;60000,00;Female;2018-06-27;Newton;Canada
22269;311;Caleb;Yang;Caleb Yang;70000,00;Male;2020-07-23;Concord;United States
22270;325;Antonio;Gonzales;Antonio Gonzales;80000,00;Male;2020-06-07;Glendale;United States
22271;336;Connor;Mitchell;Connor Mitchell;80000,00;Male;2020-06-19;Lincoln Acres;United States
22272;352;Isabella;Kelly;Isabella Kelly;80000,00;Female;2020-06-21;Palo Alto;United States
22273;307;Patricia;Rodriguez;Patricia Rodriguez;40000,00;Female;2020-01-17;Chula Vista;United States
22274;642;Adam;Chen;Adam Chen;40000,00;Male;2020-01-21;Tacoma;United States
22275;336;Ian;Bailey;Ian Bailey;40000,00;Male;2020-02-08;Lincoln Acres;United States
22276;361;Gabriella;Gray;Gabriella Gray;40000,00;Female;2020-02-02;San Gabriel;United States
22277;632;Arianna;Torres;Arianna Torres;40000,00;Female;2021-01-25;Port Orchard;United States
22278;54;Mariah;Gray;Mariah Gray;50000,00;Female;2020-03-16;N. Vancouver;Canada
22279;302;Riley;Kelly;Riley Kelly;50000,00;Female;2020-12-04;Burlingame;United States
22280;314;Luis;Scott;Luis Scott;50000,00;Male;2020-05-17;Daly City;United States
22281;385;Alexia;Diaz;Alexia Diaz;60000,00;Female;2020-02-15;Woodland Hills;United States
22282;542;Jonathan;Hughes;Jonathan Hughes;40000,00;Male;2020-01-30;Lake Oswego;United States
22283;546;Eduardo;Davis;Eduardo Davis;60000,00;Male;2020-08-20;Oregon City;United States
22284;300;Kristy;Sanz;Kristy Sanz;60000,00;Female;2020-01-28;Beverly Hills;United States
22285;49;Meredith;Moreno;Meredith Moreno;60000,00;Female;2020-07-14;Cliffside;Canada
22286;361;Gabriel;Hughes;Gabriel Hughes;60000,00;Male;2020-05-12;San Gabriel;United States
22287;336;Megan;Griffin;Megan Griffin;60000,00;Female;2020-02-18;Lincoln Acres;United States
22288;536;Isabel;Patterson;Isabel Patterson;60000,00;Female;2020-02-07;Beaverton;United States
22289;298;Thomas;Long;Thomas Long;60000,00;Male;2020-02-06;Bellflower;United States
22290;637;Jocelyn;Jenkins;Jocelyn Jenkins;70000,00;Female;2020-06-05;Seattle;United States
22291;299;Carlos;Morris;Carlos Morris;70000,00;Male;2020-05-31;Berkeley;United States
22292;301;Stacy;Gomez;Stacy Gomez;70000,00;Female;2020-06-26;Burbank;United States
22293;322;Jasmine;Johnson;Jasmine Johnson;70000,00;Female;2020-06-06;Fremont;United States
22294;325;Rachel;Brown;Rachel Brown;70000,00;Female;2020-06-22;Glendale;United States
22295;329;Jade;Morgan;Jade Morgan;70000,00;Female;2020-06-23;Imperial Beach;United States
22296;335;Benjamin;Johnson;Benjamin Johnson;70000,00;Male;2020-10-27;Lemon Grove;United States
22297;355;Jasmine;Garcia;Jasmine Garcia;70000,00;Female;2020-06-16;Redwood City;United States
22298;372;Marcus;Williams;Marcus Williams;70000,00;Male;2020-07-24;Spring Valley;United States
22299;59;Richard;Murphy;Richard Murphy;70000,00;Male;2018-06-07;Oak Bay;Canada
22300;634;Kaitlyn;Price;Kaitlyn Price;60000,00;Female;2020-02-22;Redmond;United States
22301;334;Abigail;Rodriguez;Abigail Rodriguez;60000,00;Female;2020-02-06;Lakewood;United States
22302;243;Clayton;Guo;Clayton Guo;40000,00;Male;2020-07-10;Leeds;United Kingdom
22303;213;Philip;Alonso;Philip Alonso;20000,00;Male;2020-12-14;Verrieres Le Buisson;France
22304;256;Jaime;Vazquez;Jaime Vazquez;20000,00;Female;2020-07-22;London;United Kingdom
22305;248;Anne;Carlson;Anne Carlson;20000,00;Female;2021-01-05;London;United Kingdom
22306;196;Ivan;Kapoor;Ivan Kapoor;30000,00;Male;2020-05-05;Paris;France
22307;120;Sarah;Ross;Sarah Ross;40000,00;Female;2020-10-01;Hof;Germany
22308;237;Cassandra;Lopez;Cassandra Lopez;40000,00;Female;2020-06-30;Esher-Molesey;United Kingdom
22309;246;Leah;Zhou;Leah Zhou;40000,00;Female;2020-08-13;London;United Kingdom
22310;171;Christina;Sanders;Christina Sanders;20000,00;Female;2020-06-24;Neunkirchen;Germany
22311;277;Bruce;Sara;Bruce Sara;30000,00;Male;2020-07-15;York;United Kingdom
22312;183;Kristi;Mehta;Kristi Mehta;40000,00;Female;2020-01-11;Orleans;France
22313;271;Jarrod;Martinez;Jarrod Martinez;40000,00;Male;2020-08-03;Warrington;United Kingdom
22314;225;Brandy;Patel;Brandy Patel;10000,00;Female;2020-08-01;Orly;France
22315;278;Darren;Raman;Darren Raman;20000,00;Male;2020-10-23;York;United Kingdom
22316;202;Deanna;Sara;Deanna Sara;20000,00;Female;2020-05-29;Paris;France
22317;161;Karla;Nath;Karla Nath;20000,00;Female;2020-03-01;Solingen;Germany
22318;143;Ramon;Xu;Ramon Xu;30000,00;Male;2020-12-26;Bonn;Germany
22319;199;Jorge;Zhou;Jorge Zhou;30000,00;Male;2020-05-25;Paris;France
22320;230;Danny;Gill;Danny Gill;30000,00;Male;2020-08-06;Berkshire;United Kingdom
22321;276;Alan;Zeng;Alan Zeng;40000,00;Male;2020-08-12;Woolston;United Kingdom
22322;220;Roger;Zhao;Roger Zhao;30000,00;Male;2020-05-03;Bobigny;France
22323;211;Erica;Liang;Erica Liang;40000,00;Female;2020-01-21;Les Ulis;France
22324;217;Kari;Gill;Kari Gill;40000,00;Female;2020-03-28;Paris La Defense;France
22325;243;Noah;Rodriguez;Noah Rodriguez;40000,00;Male;2020-07-29;Leeds;United Kingdom
22326;635;Riley;Howard;Riley Howard;40000,00;Female;2020-11-06;Renton;United States
22327;612;Jake;Cai;Jake Cai;40000,00;Male;2020-02-16;Burien;United States
22328;612;Grace;Anderson;Grace Anderson;50000,00;Female;2020-02-08;Burien;United States
22329;542;Grace;Peterson;Grace Peterson;50000,00;Female;2020-02-24;Lake Oswego;United States
22330;311;Jose;Walker;Jose Walker;50000,00;Male;2020-01-28;Concord;United States
22331;307;Michele;Yuan;Michele Yuan;20000,00;Female;2021-01-15;Chula Vista;United States
22332;62;Brittany;Bennett;Brittany Bennett;30000,00;Female;2020-06-16;Royal Oak;Canada
22333;546;Gabriella;Watson;Gabriella Watson;40000,00;Female;2020-03-04;Oregon City;United States
22334;612;Juan;Serrano;Juan Serrano;60000,00;Male;2020-02-23;Burien;United States
22335;623;Anthony;Taylor;Anthony Taylor;60000,00;Male;2020-03-11;Kirkland;United States
22336;302;Frank;Moreno;Frank Moreno;60000,00;Male;2020-03-26;Burlingame;United States
22337;310;Haley;Jenkins;Haley Jenkins;20000,00;Female;2020-10-14;Colma;United States
22338;314;Thomas;Russell;Thomas Russell;20000,00;Male;2020-02-02;Daly City;United States
22339;634;Richard;Nelson;Richard Nelson;20000,00;Male;2020-08-01;Redmond;United States
22340;368;Isaac;Young;Isaac Young;20000,00;Male;2020-09-02;Santa Cruz;United States
22341;542;Tristan;Washington;Tristan Washington;20000,00;Male;2021-01-27;Lake Oswego;United States
22342;612;Jon;Lal;Jon Lal;20000,00;Male;2020-10-01;Burien;United States
22343;641;Brittany;Powell;Brittany Powell;30000,00;Female;2020-04-04;Spokane;United States
22344;307;Krystal;Yang;Krystal Yang;30000,00;Female;2020-05-28;Chula Vista;United States
22345;368;Amanda;James;Amanda James;30000,00;Female;2020-02-17;Santa Cruz;United States
22346;300;Catherine;Howard;Catherine Howard;40000,00;Female;2020-03-01;Beverly Hills;United States
22347;383;Abigail;Long;Abigail Long;30000,00;Female;2020-09-18;West Covina;United States
22348;347;Zoe;Torres;Zoe Torres;30000,00;Female;2020-05-26;Novato;United States
22349;62;Mason;Morris;Mason Morris;30000,00;Male;2020-08-17;Royal Oak;Canada
22350;637;Riley;Powell;Riley Powell;30000,00;Female;2020-10-19;Seattle;United States
22351;612;Sarah;Davis;Sarah Davis;30000,00;Female;2020-06-19;Burien;United States
22352;334;Elizabeth;Moore;Elizabeth Moore;30000,00;Female;2020-09-07;Lakewood;United States
22353;55;Amanda;Allen;Amanda Allen;30000,00;Female;2020-07-20;Newton;Canada
22354;71;Sara;King;Sara King;30000,00;Female;2020-07-06;Westminster;Canada
22355;311;Logan;Jones;Logan Jones;30000,00;Male;2020-06-04;Concord;United States
22356;325;Charles;Ward;Charles Ward;30000,00;Male;2021-01-26;Glendale;United States
22357;316;Justin;Lal;Justin Lal;30000,00;Male;2021-01-14;El Cajon;United States
22358;316;Sydney;Butler;Sydney Butler;40000,00;Female;2020-05-22;El Cajon;United States
22359;68;Ethan;Lee;Ethan Lee;40000,00;Male;2020-05-03;Vancouver;Canada
22360;612;Caleb;Collins;Caleb Collins;40000,00;Male;2020-07-27;Burien;United States
22361;343;Nathan;White;Nathan White;40000,00;Male;2020-06-23;National City;United States
22362;312;Austin;Russell;Austin Russell;80000,00;Male;2020-09-10;Coronado;United States
22363;50;Faith;Diaz;Faith Diaz;80000,00;Female;2020-06-26;Haney;Canada
22364;360;Katherine;Jenkins;Katherine Jenkins;80000,00;Female;2020-07-18;San Francisco;United States
22365;361;Sebastian;Richardson;Sebastian Richardson;80000,00;Male;2020-02-07;San Gabriel;United States
22366;66;Logan;Henderson;Logan Henderson;80000,00;Male;2020-08-06;Sooke;Canada
22367;352;Jasmine;Griffin;Jasmine Griffin;80000,00;Female;2020-04-26;Palo Alto;United States
22368;633;Edward;Ross;Edward Ross;40000,00;Male;2020-03-22;Puyallup;United States
22369;302;Louis;Deng;Louis Deng;60000,00;Male;2020-06-11;Burlingame;United States
22370;334;Carol;Patterson;Carol Patterson;60000,00;Female;2020-12-26;Lakewood;United States
22371;55;Blake;Powell;Blake Powell;50000,00;Male;2020-07-28;Newton;Canada
22372;361;Melanie;Perry;Melanie Perry;50000,00;Female;2020-03-07;San Gabriel;United States
22373;60;Gabrielle;Bell;Gabrielle Bell;40000,00;Female;2018-06-20;Port Hammond;Canada
22374;618;Luke;Patterson;Luke Patterson;40000,00;Male;2020-03-27;Issaquah;United States
22375;335;Jasmine;Williams;Jasmine Williams;40000,00;Female;2020-09-12;Lemon Grove;United States
22376;542;Marcus;Martin;Marcus Martin;50000,00;Male;2020-06-14;Lake Oswego;United States
22377;183;Roger;Zeng;Roger Zeng;10000,00;Male;2020-10-13;Orleans;France
22378;219;Rebekah;Malhotra;Rebekah Malhotra;10000,00;Female;2020-04-08;Suresnes;France
22379;224;Fernando;Hayes;Fernando Hayes;10000,00;Male;2020-10-30;Tremblay-en-France;France
22380;126;Brendan;Nath;Brendan Nath;10000,00;Male;2020-04-03;Berlin;Germany
22381;120;Hunter;Patterson;Hunter Patterson;10000,00;Male;2020-05-18;Hof;Germany
22382;250;Bethany;Xu;Bethany Xu;20000,00;Female;2021-01-09;London;United Kingdom
22383;261;Devin;Jenkins;Devin Jenkins;20000,00;Male;2020-08-01;Newcastle upon Tyne;United Kingdom
22384;121;Paige;Sanchez;Paige Sanchez;10000,00;Female;2020-06-25;Ingolstadt;Germany
22385;230;Misty;Lal;Misty Lal;20000,00;Female;2020-09-11;Berkshire;United Kingdom
22386;174;Jerome;Gill;Jerome Gill;20000,00;Male;2020-09-20;Saarbrücken;Germany
22387;173;Audrey;Romero;Audrey Romero;20000,00;Female;2020-10-15;Poing;Germany
22388;241;Bradley;Beck;Bradley Beck;20000,00;Male;2020-03-25;Kirkby;United Kingdom
22389;121;Edwin;Luo;Edwin Luo;20000,00;Male;2021-01-12;Ingolstadt;Germany
22390;176;Kelvin;Zheng;Kelvin Zheng;20000,00;Male;2020-07-13;Stuttgart;Germany
22391;175;Angela;Watson;Angela Watson;10000,00;Female;2020-12-16;Saarlouis;Germany
22392;220;Bailey;Gray;Bailey Gray;10000,00;Female;2020-06-05;Bobigny;France
22393;150;Chelsea;Perez;Chelsea Perez;10000,00;Female;2020-01-17;München;Germany
22394;222;Meagan;Suri;Meagan Suri;20000,00;Female;2021-01-25;Pantin;France
22395;196;Jermaine;Patel;Jermaine Patel;20000,00;Male;2020-05-31;Paris;France
22396;274;Rebekah;Patel;Rebekah Patel;30000,00;Female;2020-08-10;West Sussex;United Kingdom
22397;215;Marie;Patel;Marie Patel;10000,00;Female;2020-05-28;Colombes;France
22398;132;Sheila;Moreno;Sheila Moreno;20000,00;Female;2020-01-26;Hamburg;Germany
22399;9;Arthur;Fernandez;Arthur Fernandez;10000,00;Male;2019-05-17;Milsons Point;Australia
22400;38;Ruben;Martin;Ruben Martin;10000,00;Male;2019-04-30;South Melbourne;Australia
22401;26;Ian;Price;Ian Price;10000,00;Male;2019-05-17;Rockhampton;Australia
22402;26;Clarence;Xie;Clarence Xie;10000,00;Male;2019-05-10;Rockhampton;Australia
22403;5;Cedric;Beck;Cedric Beck;10000,00;Male;2020-05-05;Lane Cove;Australia
22404;31;Margaret;Xu;Margaret Xu;10000,00;Female;2019-05-28;Hobart;Australia
22405;28;Leonard;Becker;Leonard Becker;10000,00;Male;2020-05-07;Cloverdale;Australia
22406;7;Kelvin;Shen;Kelvin Shen;10000,00;Male;2019-05-27;Malabar;Australia
22407;6;Carolyn;Gonzalez;Carolyn Gonzalez;10000,00;Female;2019-05-19;Lavender Bay;Australia
22408;38;Clarence;Shan;Clarence Shan;10000,00;Male;2019-05-10;South Melbourne;Australia
22409;25;Candace;Madan;Candace Madan;20000,00;Female;2019-05-21;Hervey Bay;Australia
22410;25;Cassandra;Arthur;Cassandra Arthur;20000,00;Female;2019-05-05;Hervey Bay;Australia
22411;19;Amy;He;Amy He;20000,00;Female;2019-05-24;Wollongong;Australia
